P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
1	2	3	-99999.9	1.0	-0.02362204724409449	4872.0	635.0	688.0	521.0	105.0	1325.0	131.0	110.0	122.0	1014.0	78.0	89.0	74.0	214.0	22.0
1	3	2	0.5715914014693231	0.2837993742567121	0.022058823529411766	4872.0	688.0	635.0	521.0	105.0	1325.0	122.0	89.0	131.0	1014.0	74.0	110.0	78.0	214.0	22.0
2	1	3	-24.76896073033734	1.0	0.5057034220532319	4872.0	635.0	1325.0	131.0	110.0	688.0	521.0	105.0	122.0	1014.0	78.0	89.0	214.0	74.0	22.0
1	2	4	-99999.9	1.0	-0.052631578947368425	4848.0	659.0	684.0	518.0	112.0	1326.0	138.0	102.0	119.0	1021.0	74.0	87.0	75.0	215.0	22.0
1	4	2	1.208435823698494	0.11343989936011756	0.04545454545454545	4848.0	684.0	659.0	518.0	112.0	1326.0	119.0	87.0	138.0	1021.0	75.0	102.0	74.0	215.0	22.0
2	1	4	-24.16871647396984	1.0	0.5121951219512195	4848.0	659.0	1326.0	138.0	102.0	684.0	518.0	112.0	119.0	1021.0	74.0	87.0	215.0	75.0	22.0
1	2	5	-99999.9	1.0	-0.013661202185792351	4864.0	643.0	711.0	507.0	96.0	1339.0	136.0	91.0	131.0	1002.0	81.0	84.0	83.0	215.0	17.0
1	5	2	0.30788768922963256	0.3790839656277718	0.013123359580052493	4864.0	711.0	643.0	507.0	96.0	1339.0	131.0	84.0	136.0	1002.0	83.0	91.0	81.0	215.0	17.0
2	1	5	-22.845266540838715	1.0	0.50334672021419	4864.0	643.0	1339.0	136.0	91.0	711.0	507.0	96.0	131.0	1002.0	81.0	84.0	215.0	83.0	17.0
1	2	6	0.24109290827224567	0.40474160533962045	0.010498687664041995	4862.0	645.0	706.0	514.0	94.0	1344.0	137.0	85.0	141.0	996.0	77.0	83.0	76.0	224.0	16.0
1	6	2	-99999.9	1.0	-0.01084010840108401	4862.0	706.0	645.0	514.0	94.0	1344.0	141.0	83.0	137.0	996.0	76.0	85.0	77.0	224.0	16.0
2	1	6	-22.48191369638694	1.0	0.49733333333333335	4862.0	645.0	1344.0	137.0	85.0	706.0	514.0	94.0	141.0	996.0	77.0	83.0	224.0	76.0	16.0
1	2	7	-99999.9	1.0	12.00000000000001	4644.0	863.0	1000.0	217.0	97.0	1239.0	206.0	121.0	194.0	907.0	113.0	136.0	103.0	136.0	24.0
1	7	2	0.6820832610066573	0.24759308475306974	0.3428571428571428	4644.0	1000.0	863.0	217.0	97.0	1239.0	194.0	136.0	206.0	907.0	103.0	121.0	113.0	136.0	24.0
2	1	7	-0.6252429892561029	0.7340942606275833	0.6764705882352942	4644.0	863.0	1239.0	206.0	121.0	1000.0	217.0	97.0	194.0	907.0	113.0	136.0	136.0	103.0	24.0
1	2	8	0.61721965752378	0.268544871993286	0.95	4785.0	722.0	1053.0	172.0	89.0	1295.0	161.0	110.0	370.0	756.0	88.0	168.0	91.0	118.0	22.0
1	8	2	-11.109953835428039	1.0	0.5135135135135136	4785.0	1053.0	722.0	172.0	89.0	1295.0	370.0	168.0	161.0	756.0	91.0	110.0	88.0	118.0	22.0
2	1	8	-0.5847344123909495	0.7206368865299185	1.0588235294117647	4785.0	722.0	1295.0	161.0	110.0	1053.0	172.0	89.0	370.0	756.0	88.0	168.0	118.0	91.0	22.0
1	2	9	0.15540688517334728	0.43825026581342197	0.9970544918998527	5130.0	377.0	1190.0	84.0	40.0	1423.0	82.0	61.0	759.0	397.0	58.0	282.0	43.0	57.0	17.0
1	9	2	-52.44982374600501	1.0	0.5007396449704142	5130.0	1190.0	377.0	84.0	40.0	1423.0	759.0	282.0	82.0	397.0	43.0	61.0	58.0	57.0	17.0
2	1	9	-0.1549477806381232	0.5615687703634227	1.0029717682020802	5130.0	377.0	1423.0	82.0	61.0	1190.0	84.0	40.0	759.0	397.0	58.0	282.0	57.0	43.0	17.0
1	2	10	0.4674751156643853	0.3200800119590319	0.9911373707533235	5167.0	340.0	1184.0	86.0	44.0	1423.0	80.0	63.0	751.0	399.0	64.0	285.0	43.0	51.0	20.0
1	10	2	-51.811825319469385	1.0	0.5022455089820359	5167.0	1184.0	340.0	86.0	44.0	1423.0	751.0	285.0	80.0	399.0	43.0	63.0	64.0	51.0	20.0
2	1	10	-0.4632950103082209	0.6784235207098936	1.0091047040971168	5167.0	340.0	1423.0	80.0	63.0	1184.0	86.0	44.0	751.0	399.0	64.0	285.0	51.0	43.0	20.0
1	2	11	0.7717128714244217	0.2201421875394829	0.9854227405247813	5149.0	358.0	1195.0	90.0	29.0	1436.0	80.0	50.0	756.0	400.0	58.0	285.0	40.0	60.0	14.0
