P1	Hybrid	P2	Zscore	Pvalue	Gamma	AAAA	AAAB	AABA	AABB	AABC	ABAA	ABAB	ABAC	ABBA	BAAA	ABBC	CABC	BACA	BCAA	ABCD
1	2	3	-0.25852566336354293	0.6019993187895127	1.0081256771397618	48197.0	7402.0	9370.0	1662.0	860.0	13605.0	1677.0	1201.0	3538.0	7361.0	959.0	1881.0	872.0	1203.0	212.0
1	3	2	-32.332942964666934	1.0	0.497993042547498	48197.0	9370.0	7402.0	1662.0	860.0	13605.0	3538.0	1881.0	1677.0	7361.0	872.0	1201.0	959.0	1203.0	212.0
2	1	3	0.2606094274422389	0.3971969186799532	0.9920676890534109	48197.0	7402.0	13605.0	1677.0	1201.0	9370.0	1662.0	860.0	3538.0	7361.0	959.0	1881.0	1203.0	872.0	212.0
1	2	4	0.20212401145187447	0.41990991481548334	0.9961565338923829	49010.0	6589.0	9589.0	1492.0	811.0	13955.0	1481.0	1047.0	4332.0	6627.0	899.0	2058.0	817.0	1084.0	209.0
1	4	2	-52.184744774847246	1.0	0.500966438235811	49010.0	9589.0	6589.0	1492.0	811.0	13955.0	4332.0	2058.0	1481.0	6627.0	817.0	1047.0	899.0	1084.0	209.0
2	1	4	-0.20134415732140423	0.5797852357150337	1.0038882997525627	49010.0	6589.0	13955.0	1481.0	1047.0	9589.0	1492.0	811.0	4332.0	6627.0	899.0	2058.0	1084.0	817.0	209.0
1	2	5	-0.9194899299236453	0.8210803365954213	1.0183783783783784	48994.0	6605.0	9585.0	1484.0	823.0	13873.0	1535.0	1075.0	4361.0	6573.0	924.0	2023.0	821.0	1104.0	220.0
1	5	2	-51.870049576280934	1.0	0.49552866912151505	48994.0	9585.0	6605.0	1484.0	823.0	13873.0	4361.0	2023.0	1535.0	6573.0	821.0	1075.0	924.0	1104.0	220.0
2	1	5	0.9360836972364923	0.17461503274789514	0.9825819672131147	48994.0	6605.0	13873.0	1535.0	1075.0	9585.0	1484.0	823.0	4361.0	6573.0	924.0	2023.0	1104.0	821.0	220.0
1	2	6	-0.8484828173579069	0.8019154781452047	1.017147026632616	48944.0	6655.0	9585.0	1484.0	823.0	13906.0	1531.0	1046.0	4319.0	6620.0	919.0	2037.0	846.0	1082.0	203.0
1	6	2	-51.179761429992915	1.0	0.49582073626178197	48944.0	9585.0	6655.0	1484.0	823.0	13906.0	4319.0	2037.0	1531.0	6620.0	846.0	1046.0	919.0	1082.0	203.0
2	1	6	0.8627865090422047	0.1941273865952855	0.9836918806384455	48944.0	6655.0	13906.0	1531.0	1046.0	9585.0	1484.0	823.0	4319.0	6620.0	919.0	2037.0	1082.0	846.0	203.0
